id,nodes,edges,type,result,avgcoeff,no_of_tri,closed_tri,diameter 
9624,66031,1755044864,0,1,0.5158029834163087,6129792153,0.0809835896619574,8
9625,317209,39474510074,1,2,0.09699683207242704,2000515816953,0.0170792143051197,14
9626,2757703,3407746907908,2,3,0.9692285100641702,214581318774669,0.15300971893016835,3
9627,72587,2210118560,3,1,0.7081375668388697,42099642640,0.11470638425535663,20
9628,7963763,13949483191821,1,3,0.7850369474970158,554032783741720,0.10752671948703707,13
9629,578943,80788124945,2,2,0.48755763948772946,2017624623811,0.09284686490057456,17
9630,1178482,368915418359,2,2,0.017691134888014215,16135759299117,0.003420610630300985,18
9631,237,12560,2,0,0.7592685818500864,995822,0.14325413249988633,17
9632,1825415,45698139282,0,2,0.6293647817450454,932146271922,0.08748039310461793,16
9633,4868,1208485,1,0,0.6855600103419592,75340260,0.09450997796884064,16
9634,7941,16122444,0,1,0.6933618226360563,495305176,0.09314167143393363,1
9635,71018,1175608128,0,1,0.22162714907319192,106739225828,0.031108163846786052,20
9636,5299767,3914189864022,1,3,0.45553836077699894,122680086475808,0.06140102806480408,3
9637,2490454,621182618853,0,2,0.76996960752696,4965925117168,0.13987867028454085,15
9638,16909,128358681,0,1,0.8275639111349571,9207851212,0.10721073180648898,20
9639,30024,52857795,3,1,0.24396871928384567,2654331203,0.03855122257538837,13
9640,872699,29164070988,1,2,0.7470340414996657,1887427318952,0.1476469682330967,2
9641,1210,696790,3,0,0.30663368137181557,34209771,0.048347553678955234,9
9642,1334,793050,1,0,0.33971689573851216,53784495,0.05965450219523751,4
9643,4814,10254730,3,0,0.6125782553197252,655193095,0.0779212640240321,13
9644,32930,174185525,3,1,0.5971752690674965,14770991350,0.11140270363637178,15
9645,986390,472817045349,2,2,0.1295828886616286,4904124771266,0.01637798862000164,2
9646,4581,1424844,0,0,0.6441868077519127,82445885,0.08741119779694079,7
9647,8422346,17458588965850,1,3,0.8038426384503072,784871814589937,0.15361114372643933,15
9648,3480,5737864,1,0,0.09620084844610288,12733571,0.01501091329161008,14
9649,150819,3777705896,3,2,0.4047076031988056,308194538661,0.05593691035379778,18
9650,1221522,288114152970,3,2,0.43933079916604945,6902310979731,0.05991755555914693,17
9651,9961,34546358,0,1,0.9817294300677991,732263700,0.16612404117548887,20
9652,72244,379907558,2,1,0.009443342710312108,30416429307,0.0012422455560610413,15
9653,4300124,6560192215326,2,3,0.8397090380357921,118492353096100,0.10570712696248354,15
9654,3297732,5172284513637,2,3,0.08052111255764183,398827396546809,0.011732981803930604,10
9655,559842,86855737052,1,2,0.40604474674949864,5774375620023,0.0659580944838432,16
9656,4408061,4491696656620,2,3,0.5796841433836186,398807850351135,0.07815140590399478,10
9657,3739576,6504838309409,1,3,0.5449107970134728,40020456555078,0.09409545672303021,19
9658,4304,8117623,3,0,0.9893112681290763,758418956,0.1722431665116616,8
9659,2621,1123373,1,0,0.3190694691442131,61248379,0.04120957044070772,3
9660,2919,69477,1,0,0.8385218728843897,4054572,0.14850629462577522,17
9661,4425,1466900,0,0,0.6727016874031436,98315216,0.11580773029005698,10
9662,547147,46481573704,2,2,0.3197555028492136,1068763428996,0.06137414804975043,2
9663,4308,6637835,2,0,0.4714700673535994,349809725,0.07698250528243887,20
9664,2494,1623496,3,0,0.9865419064863276,121390818,0.1473661871438527,16
9665,2771,2810472,3,0,0.6231802999040262,229734549,0.0839999528596963,18
9666,1482,80903,3,0,0.6260359279503944,6081418,0.09530288933159704,3
9667,4587012,3600741610816,3,3,0.8552196634401328,315195555680240,0.13088739337287414,20
9668,2435,1770850,2,0,0.034900789080877126,96803287,0.004573459244848232,5
9669,1688,1168730,3,0,0.1918525773443288,77550348,0.026288295696566405,13
9670,7748886,9530765797216,3,3,0.29300534894981445,10759684061767,0.047659941002382356,14
9671,4347,4494926,3,0,0.11331062559999716,134104158,0.014688110516253844,13
9672,883,164102,2,0,0.06916293919474181,16146457,0.009362362717248433,7
9673,2581,2181993,3,0,0.6389882736589719,149732907,0.08018623079739406,17
9674,1514,1099208,1,0,0.43219130693629904,73339819,0.05957908819499399,12
9675,24289,78371802,0,1,0.7335529917893615,2635702922,0.09426120393538445,3
9676,1692989,883419178161,2,2,0.8378697266539467,54263242576444,0.12123662312970016,14
9677,96547,2019057708,0,1,0.7926982895775962,17840240869,0.10747046521069081,8
9678,2201,1209371,2,0,0.03625415775888896,50420442,0.0045642536784026065,11
9679,25675,150910428,1,1,0.6824652292759433,11822362691,0.10512723922338978,9
9680,4717,10568646,2,0,0.9000529148728019,609906055,0.1495316118243993,5
9681,1632824,697373021098,1,2,0.6693618381814701,4843891012602,0.08490293573520366,17
9682,6056347,1510548141822,2,3,0.7330793435588374,87000570473214,0.09872682435755029,16
9683,82802,2607924122,3,1,0.688225010925934,138641546067,0.09587842341819029,6
9684,65876,142247022,1,1,0.8336755194428146,9621827067,0.13116699751984534,11
9685,8183,28589873,0,1,0.7662430232769802,2035942669,0.11418406337302867,11
9686,3862560,7079066478669,3,3,0.647955777571101,454306900529115,0.12396778514091417,15
9687,2649,2451367,0,0,0.15564319539436633,129207852,0.023324646825222766,13
9688,3438,2383579,0,0,0.6503986034905566,6066273,0.1226018073561522,9
9689,3477,2676289,0,0,0.21155566130976688,20826126,0.03730738621510119,3
9690,1917997,759645068142,0,2,0.05892400676295784,60526362972673,0.007517661634712074,12
9691,2134238,1093679271805,3,2,0.8221150338719687,89376237494396,0.1298944948595064,11
9692,2280,2059551,3,0,0.14128965451446895,58791041,0.020782008392269912,14
9693,3701758,384871058786,2,3,0.8546868390058184,1450494767236,0.1316706110414828,19
9694,108,3459,2,0,0.09130339777332064,197559,0.014386247125389355,13
9695,4400,6764866,0,0,0.7869964274672976,245304273,0.09912525826124305,7
9696,4503754,6347869298369,2,3,0.4413663890680274,107296388698147,0.06732148814466185,14
9697,66964,591639372,2,1,0.030051102719645062,15919733112,0.00524207530607194,12
9698,48843,325251924,2,1,0.5314715576237444,15921653578,0.09702886998402033,8
9699,15510,11233497,2,1,0.3577063226649372,346062325,0.050173955596742495,16
9700,36457,549940155,1,1,0.7842268246753024,18919174660,0.10891568514676393,5
9701,5096794,6229350653953,1,3,0.4541822324474216,515250820207906,0.06844505002521449,8
9702,71726,642884759,1,1,0.2550309151589757,29825819865,0.04115614286668844,7
9703,3728,4881060,1,0,0.4490389131957985,481470040,0.06491584448394613,19
9704,3143069,357971480401,2,3,0.8503942811916353,30148361176567,0.11380322177188343,12
9705,2243515,1341440609834,0,2,0.40791191494784973,56324812839838,0.051647346672537224,10
9706,3077678,773845197669,1,3,0.8458466459361819,17045613448666,0.10980890717209717,15
9707,4938488,5790412200108,3,3,0.18086779540594922,390558415988355,0.025477715740877222,1
9708,1125831,208581170060,3,2,0.9079495226659517,17198185226642,0.13493424575798432,18
9709,4038,3389280,1,0,0.3574404300319366,61014121,0.04546611893208418,13
9710,1244151,361976208920,3,2,0.09526760628463127,14373789253099,0.014870176436422343,16
9711,9526699,34190726581713,0,3,0.7972422117277199,158017158262203,0.137689280268021,12
9712,890530,367134417003,3,2,0.21294998131350207,14287451285650,0.030410671613608557,5
9713,7359041,19630130608152,0,3,0.39163217376001125,648016938966333,0.05505432510150297,16
9714,2459464,2102788223923,3,2,0.30183528480726973,129414470948683,0.052211276300122254,13
9715,3511,959314,1,0,0.7864945641564772,38674035,0.12135271657094161,19
9716,2547,195244,0,0,0.8774605670793508,9561900,0.14705953584241943,11
9717,70723,56655032,2,1,0.2234171567274369,972306212,0.030217429129705486,20
9718,7657510,12094513340230,2,3,0.5303213615347528,647249227251578,0.09465901293873083,9
9719,2078716,705335951742,3,2,0.5621082553487154,12992148721460,0.07052595467595991,15
9720,749745,116570004745,3,2,0.8537181288474983,1566852656844,0.153926363451572,9
9721,3814382,2893410224909,1,3,0.909596849524566,61881655383953,0.17617303992723743,5
9722,7614032,4916853902513,1,3,0.8243078075547975,96022554037987,0.11448753843789733,5
9723,97279,679150604,3,1,0.2895680709711147,40487740300,0.04281157310802312,1
9724,4615,8082221,3,0,0.1024638533216522,755533391,0.0181117136373744,16
9725,1147,118182,1,0,0.6100541296149028,1311039,0.09510382766108172,10
9726,516,58676,0,0,0.48855099644668043,3078469,0.061754790657399694,1
9727,4839,548652,2,0,0.8606282435843523,4237617,0.12881428536555795,5
9728,3483,1499580,2,0,0.8318342867482377,26639656,0.1450395151504587,20
9729,1616,1232833,1,0,0.4394619465367987,10544660,0.08390207057137661,5
9730,3587831,3992960139126,2,3,0.6434404387239598,367596056527290,0.08205639228725335,11
9731,1886627,24357442889,0,2,0.801959416420079,717606791029,0.14912063985865756,20
9732,3333,4017544,2,0,0.33365956980150424,167465136,0.05789140916735159,9
9733,29721,139139527,0,1,0.3785102714461479,4523129294,0.0595738004529252,10
9734,58561,856242191,1,1,0.7195525721112941,62657102364,0.09591032049383023,19
9735,3034,1241723,0,0,0.6376456408322723,71311115,0.08847963816976061,16
9736,2577,343955,0,0,0.7332392323858742,24901743,0.0939022099241508,9
9737,2210854,1043542385555,0,2,0.762473430618694,9164521100035,0.11405268413470941,5
9738,40688,2048159,3,1,0.13843205622464516,100238263,0.02101958704163561,5
9739,4345,7520479,2,0,0.05634464988995724,220800710,0.010585638836125498,5
9740,157232,10322349544,1,2,0.17241051653493467,279026999813,0.02445811708244505,11
9741,87498,1027717900,2,1,0.13478827206405808,46245338610,0.017584176702197803,13
9742,68443,467183400,0,1,0.019830269488586127,11047542299,0.0038176911035166863,17
9743,334501,3221988450,2,2,0.7382577572206812,295465476429,0.13485780594167657,11
9744,80838,2397160392,0,1,0.4492797748162012,16972158492,0.07826439543978993,13
9745,2288011,1416866030269,1,2,0.7491815604823282,34728895269150,0.11041470806228079,5
9746,9340812,26034368825214,1,3,0.6398843150339711,410354513186287,0.08474172143484701,1
9747,1135,459689,2,0,0.7532797671671307,19033478,0.10337390156787336,8
9748,1313555,605520482142,1,2,0.05782297187263963,22428877104211,0.009721247956327929,18
9749,619170,182157207595,2,2,0.6013327031532347,13167395687016,0.0769307246515314,6
9750,7319349,2336597426808,1,3,0.09528114890629924,85428868686422,0.014201046701336692,18
9751,1513118,115566017366,2,2,0.03279125134987326,6622198945535,0.005216563490282748,1
9752,35049,287483522,2,1,0.4682392671636524,8981432323,0.085944444179566,16
9753,341178,47120125707,0,2,0.8780310100611426,63712922991,0.12043097771706404,16
9754,4513,4506781,2,0,0.8092419673511415,58638095,0.11314606680506346,12
9755,25540,22720055,3,1,0.003956127665668441,911416100,0.0005188654058922107,4
9756,790263,138954950513,0,2,0.3561063881890615,5795615473080,0.07032666298771624,16
9757,39,483,0,0,0.8161759450492794,25040,0.14513114716294828,1
9758,7636292,11636815110763,0,3,0.8382358971246218,361819779537298,0.1216613876925446,4
9759,2614,612146,1,0,0.7060577431089425,8580436,0.09221214757500909,13
9760,1339557,519655138813,0,2,0.9524235603895627,8349178185795,0.1442748251856468,16
9761,7858103,3713525999264,2,3,0.3986033603571648,259825850465080,0.05697006344698365,3
9762,2528,2918147,0,0,0.0020920427514596884,259930821,0.0002829397154747823,2
9763,50975,23682083,1,1,0.778430760111012,687415920,0.10457003019248355,13
9764,4450,8973660,0,0,0.4081933078399699,612549798,0.07517135512968869,10
9765,4098090,7411852638421,1,3,0.4326388556866453,547993705751133,0.07633120083795107,1
9766,5709676,4847411424235,1,3,0.3955478277878214,75506853260012,0.06405068448521697,7
9767,1710727,644573032947,2,2,0.9978044081971341,39048134046514,0.129006824093631,6
9768,55864,663239919,0,1,0.9631130844172796,44711237216,0.18940903249254112,11
9769,103635,1367683074,3,2,0.8807477720399413,97386819068,0.1575738447431247,9
9770,8163205,30024655006042,1,3,0.22034420509618802,423287142174554,0.03541277502936755,10
9771,8993269,35844894946291,2,3,0.8915608668031734,3467293949509042,0.11864975242535283,4
9772,5956683,11473546376085,0,3,0.483699668293744,620580109941475,0.08056537659274758,10
9773,3200,4655992,0,0,0.9786909287085107,345687422,0.14286213568562148,5
9774,4773877,1165322101212,1,3,0.3769666730439557,6847642665762,0.04767576314127969,19
9775,51496,1234194146,2,1,0.857855544636259,121705976654,0.10820765539088491,8
9776,41525,375052141,0,1,0.5628142751132326,11936340925,0.08888251833409598,11
9777,5203935,370356341669,2,3,0.7106107733363861,36806869539700,0.09840114883206542,5
9778,2147,713094,2,0,0.7557173564765861,12254047,0.1331402316036382,4
9779,1299818,436572498025,2,2,0.7801836488537753,13225339809421,0.11571135927428808,4
9780,96532,3861757467,3,1,0.23630908532912354,317145939737,0.032398723812605286,6
9781,935516,433886185636,1,2,0.4344813319821752,41687120537593,0.05830298684178152,19
9782,3185375,801966248370,1,3,0.33947880227081284,2797480767360,0.06584444669006075,12
9783,43315,66277354,3,1,0.34612512202274737,4362687249,0.04716135375703248,1
9784,4936,7600393,3,0,0.9294339556853813,439725552,0.16829661786236166,12
9785,2929,2000167,2,0,0.28472705425469413,121036955,0.04377006540509198,2
9786,8874009,32501859299392,1,3,0.6145150232703379,3144466132903876,0.12195151508593124,14
9787,3581210,4991503614432,0,3,0.8126260006018117,213055105907749,0.13441006024131838,1
9788,2750,2549238,1,0,0.05912174196919118,103193919,0.00810248761753584,4
9789,243076,5853720135,3,2,0.6343121930455038,225222498101,0.1204388868616003,4
9790,3112072,1283042074745,3,3,0.15640394565006877,82399423193170,0.025963843137821123,6
9791,75178,2297571395,2,1,0.6459070247379455,118324853655,0.10849363927230203,10
9792,1685,961908,1,0,0.1989369793567246,1771259,0.024935538127917798,3
9793,44883,1005550910,3,1,0.26447553758482445,12272623568,0.04669804186681087,11
9794,4181113,456239271713,2,3,0.5669584571173509,37588503249338,0.09422206516181954,4
9795,5922,15175908,2,1,0.12098685323215408,135876675,0.02373715369589079,15
9796,5029125,9765634546002,0,3,0.9388428375018859,661230638457647,0.16282299727923524,16
9797,3140,1131151,3,0,0.26430275711946216,18595965,0.0459899460931995,14
9798,1936903,83913094033,3,2,0.5341302258007317,4881866309469,0.10159693548024337,11
9799,1249,348357,0,0,0.3838412544314572,3498390,0.053084727138933564,9
9800,448,76066,0,0,0.5270709771187465,5730838,0.084740201405012,20
9801,7413011,19053728796748,2,3,0.9299518529205313,913218792985804,0.1562043656602493,2
9802,3013586,3742129111128,0,3,0.8717253094682058,323785940446110,0.15927559936567234,19
9803,1037862,524613380848,3,2,0.17624438671968345,30914251814847,0.024357290516287166,9
9804,11940,58839982,3,1,0.12750735606748664,3119929037,0.02062409948222712,9
9805,79215,1842894730,2,1,0.5559040043652693,32232358130,0.08639033705301398,18
9806,86257,654665899,3,1,0.2700802480409187,15642906125,0.04098159382708927,12
9807,1090002,160204086904,1,2,0.67352585122294,1604827350467,0.10974912502743664,16
9808,381222,3588791435,0,2,0.017285379511463028,52147704938,0.002980976302244552,17
9809,5874376,13601472014776,2,3,0.4025972057203058,564355581764968,0.07783361590297021,11
9810,4945186,9320370199699,0,3,0.4672355198812319,48569955317217,0.08571592480905255,17
9811,5537048,2631390083513,1,3,0.7111478397972678,11202995372749,0.10535213024376085,20
9812,67239,922509412,1,1,0.8765365586744492,55110975378,0.15545144454537382,2
9813,2568,1862644,2,0,0.6004623925539366,105832698,0.09189581522544493,8
9814,4804725,1364544373479,2,3,0.5333489594335524,15447437214373,0.08437424384911348,13
9815,1390,626419,0,0,0.8560193434019576,54422232,0.15404744945545187,15
9816,24115,39302351,2,1,0.7042429100552949,3841340269,0.12208220330465605,14
9817,1295,218617,2,0,0.3577877718269553,7593782,0.05952520210922586,3
9818,313710,13507383539,2,2,0.34435614587298424,1076944988164,0.05582136524903704,9
9819,89577,2796930010,1,1,0.6688507327122557,195498392898,0.09598013799063355,4
